,image_name,path,label,coor_0,coor_1,coor_2,coor_3,coor_4,coor_5,coor_6,coor_7,coor_8,coor_9,coor_10,coor_11,coor_12,coor_13,coor_14,coor_15
257,00000424_000,images/00000424_000.png,1,25 303 0 387,25 303 189 591,7 274 481 819,7 274 685 1023,210 488 0 387,210 488 189 591,185 453 481 819,185 453 685 1023,395 673 0 387,395 673 189 591,363 631 481 819,363 631 685 1023,581 867 0 387,581 867 189 591,542 817 481 819,542 817 685 1023
258,00009393_001,images/00009393_001.png,1,51 316 0 347,51 316 175 551,67 317 423 737,67 317 627 941,227 492 0 347,227 492 175 551,234 484 423 737,234 484 627 941,404 669 0 347,404 669 175 551,401 651 423 737,401 651 627 941,580 853 0 347,580 853 175 551,567 825 423 737,567 825 627 941
259,00006833_002,images/00006833_002.png,1,111 398 35 313,111 398 239 517,99 404 407 745,99 404 611 949,302 590 35 313,302 590 239 517,303 608 407 745,303 608 611 949,494 781 35 313,494 781 239 517,506 811 407 745,506 811 611 949,685 981 35 313,685 981 239 517,709 1024 407 745,709 1024 611 949
260,00020163_000,images/00020163_000.png,1,0 278 21 353,0 278 225 557,0 289 533 922,0 289 737 1024,185 464 21 353,185 464 225 557,193 482 533 922,193 482 737 1024,371 649 21 353,371 649 225 557,386 675 533 922,386 675 737 1024,556 843 21 353,556 843 225 557,579 877 533 922,579 877 737 1024
261,00017799_000,images/00017799_000.png,1,61 379 0 381,61 379 191 585,63 372 469 827,63 372 673 1024,273 591 0 381,273 591 191 585,269 578 469 827,269 578 673 1024,485 803 0 381,485 803 191 585,475 784 469 827,475 784 673 1024,697 1024 0 381,697 1024 191 585,681 999 469 827,681 999 673 1024
262,00018731_004,images/00018731_004.png,1,119 318 103 361,119 318 307 565,121 330 447 707,121 330 651 911,251 450 103 361,251 450 307 565,260 470 447 707,260 470 651 911,384 583 103 361,384 583 307 565,400 609 447 707,400 609 651 911,516 721 103 361,516 721 307 565,539 755 447 707,539 755 651 911
263,00018448_005,images/00018448_005.png,1,31 313 103 369,31 313 307 573,37 282 453 713,37 282 657 917,219 501 103 369,219 501 307 573,200 445 453 713,200 445 657 917,407 689 103 369,407 689 307 573,363 608 453 713,363 608 657 917,595 885 103 369,595 885 307 573,527 779 453 713,527 779 657 917
264,00011685_000,images/00011685_000.png,1,59 364 0 349,59 364 177 553,35 331 479 897,35 331 683 1024,262 567 0 349,262 567 177 553,232 528 479 897,232 528 683 1024,466 770 0 349,466 770 177 553,429 725 479 897,429 725 683 1024,669 983 0 349,669 983 177 553,626 931 479 897,626 931 683 1024
265,00005631_001,images/00005631_001.png,1,5 327 41 361,5 327 245 565,1 294 453 725,1 294 657 929,220 542 41 361,220 542 245 565,196 489 453 725,196 489 657 929,434 757 41 361,434 757 245 565,392 685 453 725,392 685 657 929,649 981 41 361,649 981 245 565,587 889 453 725,587 889 657 929
266,00009653_002,images/00009653_002.png,1,87 336 51 343,87 336 255 547,79 330 433 775,79 330 637 979,253 502 51 343,253 502 255 547,247 498 433 775,247 498 637 979,419 668 51 343,419 668 255 547,414 666 433 775,414 666 637 979,585 841 51 343,585 841 255 547,582 841 433 775,582 841 637 979
267,00018958_002,images/00018958_002.png,1,11 245 155 405,11 245 359 609,25 288 497 789,25 288 701 993,167 400 155 405,167 400 359 609,201 464 497 789,201 464 701 993,323 556 155 405,323 556 359 609,376 639 497 789,376 639 701 993,478 719 155 405,478 719 359 609,552 823 497 789,552 823 701 993
268,00010069_008,images/00010069_008.png,1,185 351 135 345,185 351 339 549,85 323 483 789,85 323 687 993,295 461 135 345,295 461 339 549,243 481 483 789,243 481 687 993,406 572 135 345,406 572 339 549,402 639 483 789,402 639 687 993,516 687 135 345,516 687 339 549,560 805 483 789,560 805 687 993
269,00003709_009,images/00003709_009.png,1,121 377 119 389,121 377 323 593,135 421 499 779,135 421 703 983,292 548 119 389,292 548 323 593,326 612 499 779,326 612 703 983,462 719 119 389,462 719 323 593,517 803 499 779,517 803 703 983,633 897 119 389,633 897 323 593,708 1003 499 779,708 1003 703 983
270,00008342_013,images/00008342_013.png,1,53 333 0 335,53 333 171 539,67 346 441 737,67 346 645 941,240 521 0 335,240 521 171 539,253 531 441 737,253 531 645 941,427 707 0 335,427 707 171 539,438 717 441 737,438 717 645 941,614 903 0 335,614 903 171 539,624 911 441 737,624 911 645 941
271,00019441_002,images/00019441_002.png,1,13 311 5 361,13 311 209 565,13 320 449 765,13 320 653 969,211 509 5 361,211 509 209 565,218 525 449 765,218 525 653 969,410 708 5 361,410 708 209 565,422 729 449 765,422 729 653 969,608 915 5 361,608 915 209 565,627 943 449 765,627 943 653 969
272,00018724_030,images/00018724_030.png,1,37 279 0 325,37 279 167 529,41 278 427 781,41 278 631 985,198 441 0 325,198 441 167 529,199 436 427 781,199 436 631 985,360 602 0 325,360 602 167 529,357 594 427 781,357 594 631 985,521 771 0 325,521 771 167 529,515 759 427 781,515 759 631 985
273,00020085_015,images/00020085_015.png,1,35 222 75 397,35 222 279 601,29 254 493 817,29 254 697 1021,160 347 75 397,160 347 279 601,179 404 493 817,179 404 697 1021,285 472 75 397,285 472 279 601,329 554 493 817,329 554 697 1021,410 603 75 397,410 603 279 601,479 711 493 817,479 711 697 1021
274,00025501_000,images/00025501_000.png,1,77 303 0 337,77 303 175 541,65 263 449 781,65 263 653 985,227 453 0 337,227 453 175 541,197 395 449 781,197 395 653 985,378 604 0 337,378 604 175 541,329 527 449 781,329 527 653 985,528 761 0 337,528 761 175 541,461 665 449 781,461 665 653 985
275,00018456_000,images/00018456_000.png,1,0 287 51 333,0 287 255 537,0 272 425 759,0 272 629 963,191 478 51 333,191 478 255 537,181 453 425 759,181 453 629 963,382 669 51 333,382 669 255 537,362 634 425 759,362 634 629 963,574 869 51 333,574 869 255 537,543 823 425 759,543 823 629 963
276,00022374_003,images/00022374_003.png,1,203 377 97 329,203 377 301 533,179 345 431 693,179 345 635 897,319 492 97 329,319 492 301 533,290 456 431 693,290 456 635 897,434 608 97 329,434 608 301 533,401 567 431 693,401 567 635 897,550 729 97 329,550 729 301 533,512 683 431 693,512 683 635 897
277,00004601_000,images/00004601_000.png,1,25 318 0 361,25 318 199 565,17 323 455 799,17 323 659 1003,220 513 0 361,220 513 199 565,221 527 455 799,221 527 659 1003,416 709 0 361,416 709 199 565,425 732 455 799,425 732 659 1003,611 913 0 361,611 913 199 565,629 945 455 799,629 945 659 1003
278,00012681_002,images/00012681_002.png,1,0 271 0 367,0 271 165 571,0 286 499 867,0 286 703 1024,181 452 0 367,181 452 165 571,191 477 499 867,191 477 703 1024,361 632 0 367,361 632 165 571,381 668 499 867,381 668 703 1024,542 821 0 367,542 821 165 571,572 867 499 867,572 867 703 1024
279,00028803_003,images/00028803_003.png,1,41 308 149 429,41 308 353 633,45 307 491 791,45 307 695 995,219 485 149 429,219 485 353 633,220 482 491 791,220 482 695 995,397 663 149 429,397 663 353 633,394 656 491 791,394 656 695 995,574 849 149 429,574 849 353 633,569 839 491 791,569 839 695 995
280,00019911_004,images/00019911_004.png,1,55 375 13 395,55 375 217 599,67 383 495 839,67 383 699 1024,268 588 13 395,268 588 217 599,278 593 495 839,278 593 699 1024,481 801 13 395,481 801 217 599,488 804 495 839,488 804 699 1024,695 1024 13 395,695 1024 217 599,699 1024 495 839,699 1024 699 1024
281,00029989_000,images/00029989_000.png,1,75 348 47 379,75 348 251 583,61 316 457 817,61 316 661 1021,257 529 47 379,257 529 251 583,231 486 457 817,231 486 661 1021,438 711 47 379,438 711 251 583,401 655 457 817,401 655 661 1021,620 901 47 379,620 901 251 583,571 833 457 817,571 833 661 1021
282,00013464_001,images/00013464_001.png,1,13 209 57 365,13 209 261 569,0 268 449 863,0 268 653 1024,144 340 57 365,144 340 261 569,179 447 449 863,179 447 653 1024,274 470 57 365,274 470 261 569,358 626 449 863,358 626 653 1024,405 607 57 365,405 607 261 569,537 813 449 863,537 813 653 1024
283,00021499_021,images/00021499_021.png,1,23 292 0 325,23 292 185 529,9 311 443 787,9 311 647 991,203 472 0 325,203 472 185 529,211 513 443 787,211 513 647 991,382 651 0 325,382 651 185 529,412 714 443 787,412 714 647 991,562 839 0 325,562 839 185 529,614 925 443 787,614 925 647 991
284,00011588_000,images/00011588_000.png,1,43 297 53 393,43 297 257 597,37 290 483 789,37 290 687 993,212 467 53 393,212 467 257 597,206 459 483 789,206 459 687 993,382 636 53 393,382 636 257 597,375 628 483 789,375 628 687 993,551 813 53 393,551 813 257 597,544 805 483 789,544 805 687 993
285,00000261_006,images/00000261_006.png,1,0 200 141 383,0 200 345 587,0 338 465 889,0 338 669 1024,134 334 141 383,134 334 345 587,225 563 465 889,225 563 669 1024,267 467 141 383,267 467 345 587,451 788 465 889,451 788 669 1024,401 607 141 383,401 607 345 587,676 1024 465 889,676 1024 669 1024
286,00027785_000,images/00027785_000.png,1,0 272 91 361,0 272 295 565,71 338 503 811,71 338 707 1015,181 453 91 361,181 453 295 565,249 517 503 811,249 517 707 1015,362 634 91 361,362 634 295 565,427 695 503 811,427 695 707 1015,543 823 91 361,543 823 295 565,606 881 503 811,606 881 707 1015
287,00027131_003,images/00027131_003.png,1,57 295 27 365,57 295 231 569,41 295 463 823,41 295 667 1024,215 453 27 365,215 453 231 569,210 465 463 823,210 465 667 1024,374 611 27 365,374 611 231 569,380 634 463 823,380 634 667 1024,532 777 27 365,532 777 231 569,549 811 463 823,549 811 667 1024
288,00006926_016,images/00006926_016.png,1,0 328 13 331,0 328 217 535,0 330 443 755,0 330 647 959,219 547 13 331,219 547 217 535,220 551 443 755,220 551 647 959,438 766 13 331,438 766 217 535,440 771 443 755,440 771 647 959,657 995 13 331,657 995 217 535,661 1001 443 755,661 1001 647 959
289,00016778_019,images/00016778_019.png,1,155 436 0 315,155 436 193 519,133 402 421 751,133 402 625 955,342 624 0 315,342 624 193 519,313 582 421 751,313 582 625 955,530 811 0 315,530 811 193 519,492 761 421 751,492 761 625 955,717 1007 0 315,717 1007 193 519,672 949 421 751,672 949 625 955
290,00016539_000,images/00016539_000.png,1,5 251 0 247,5 251 167 451,1 278 345 659,1 278 549 863,169 414 0 247,169 414 167 451,186 463 345 659,186 463 549 863,332 578 0 247,332 578 167 451,371 648 345 659,371 648 549 863,496 749 0 247,496 749 167 451,555 841 345 659,555 841 549 863
291,00001404_008,images/00001404_008.png,1,57 355 47 405,57 355 251 609,55 355 483 879,55 355 687 1024,255 553 47 405,255 553 251 609,255 554 483 879,255 554 687 1024,454 752 47 405,454 752 251 609,455 754 483 879,455 754 687 1024,652 959 47 405,652 959 251 609,654 963 483 879,654 963 687 1024
292,00006447_001,images/00006447_001.png,1,51 372 131 455,51 372 335 659,11 345 519 922,11 345 723 1024,265 586 131 455,265 586 335 659,234 568 519 922,234 568 723 1024,479 800 131 455,479 800 335 659,457 791 519 922,457 791 723 1024,693 1024 131 455,693 1024 335 659,680 1024 519 922,680 1024 723 1024
293,00018357_000,images/00018357_000.png,1,0 248 83 373,0 248 287 577,0 267 459 767,0 267 663 971,165 413 83 373,165 413 287 577,178 445 459 767,178 445 663 971,330 578 83 373,330 578 287 577,356 623 459 767,356 623 663 971,496 751 83 373,496 751 287 577,534 809 459 767,534 809 663 971
294,00017698_008,images/00017698_008.png,1,0 258 0 285,0 258 195 489,0 290 387 793,0 290 591 997,172 431 0 285,172 431 195 489,193 483 387 793,193 483 591 997,345 603 0 285,345 603 195 489,387 677 387 793,387 677 591 997,517 783 0 285,517 783 195 489,580 879 387 793,580 879 591 997
295,00029589_004,images/00029589_004.png,1,71 344 0 377,71 344 179 581,55 326 481 837,55 326 685 1024,253 525 0 377,253 525 179 581,235 506 481 837,235 506 685 1024,434 707 0 377,434 707 179 581,416 686 481 837,416 686 685 1024,616 897 0 377,616 897 179 581,596 875 481 837,596 875 685 1024
296,00012659_015,images/00012659_015.png,1,85 385 0 325,85 385 187 529,63 380 461 753,63 380 665 957,285 586 0 325,285 586 187 529,274 592 461 753,274 592 665 957,485 786 0 325,485 786 187 529,486 803 461 753,486 803 665 957,686 995 0 325,686 995 187 529,697 1024 461 753,697 1024 665 957
297,00014758_003,images/00014758_003.png,1,0 272 0 339,0 272 163 543,0 271 437 751,0 271 641 955,181 453 0 339,181 453 163 543,181 452 437 751,181 452 641 955,362 634 0 339,362 634 163 543,361 632 437 751,361 632 641 955,543 823 0 339,543 823 163 543,542 821 437 751,542 821 641 955
298,00017106_000,images/00017106_000.png,1,93 276 87 347,93 276 291 551,99 371 413 729,99 371 617 933,215 398 87 347,215 398 291 551,280 552 413 729,280 552 617 933,337 520 87 347,337 520 291 551,462 733 413 729,462 733 617 933,459 647 87 347,459 647 291 551,643 923 413 729,643 923 617 933
299,00005218_023,images/00005218_023.png,1,45 250 63 413,45 250 267 617,41 289 493 821,41 289 697 1024,181 386 63 413,181 386 267 617,206 455 493 821,206 455 697 1024,318 522 63 413,318 522 267 617,372 620 493 821,372 620 697 1024,454 665 63 413,454 665 267 617,537 793 493 821,537 793 697 1024
300,00014478_000,images/00014478_000.png,1,39 310 21 367,39 310 225 571,41 329 457 807,41 329 661 1011,220 491 21 367,220 491 225 571,233 521 457 807,233 521 661 1011,401 672 21 367,401 672 225 571,425 712 457 807,425 712 661 1011,582 861 21 367,582 861 225 571,617 913 457 807,617 913 661 1011
301,00029301_000,images/00029301_000.png,1,177 426 63 301,177 426 267 505,147 385 425 687,147 385 629 891,343 593 63 301,343 593 267 505,305 543 425 687,305 543 629 891,510 759 63 301,510 759 267 505,464 701 425 687,464 701 629 891,676 933 63 301,676 933 267 505,622 867 425 687,622 867 629 891
302,00010872_007,images/00010872_007.png,1,0 224 35 361,0 224 239 565,0 264 449 819,0 264 653 1023,149 373 35 361,149 373 239 565,176 441 449 819,176 441 653 1023,299 523 35 361,299 523 239 565,352 617 449 819,352 617 653 1023,448 679 35 361,448 679 239 565,529 801 449 819,529 801 653 1023
303,00003002_010,images/00003002_010.png,1,45 298 23 343,45 298 227 547,51 267 429 735,51 267 633 939,214 467 23 343,214 467 227 547,195 412 429 735,195 412 633 939,383 636 23 343,383 636 227 547,340 556 429 735,340 556 633 939,552 813 23 343,552 813 227 547,484 707 429 735,484 707 633 939
304,00014429_008,images/00014429_008.png,1,0 265 0 375,0 265 199 579,0 283 463 789,0 283 667 993,177 442 0 375,177 442 199 579,189 471 463 789,189 471 667 993,353 618 0 375,353 618 199 579,377 660 463 789,377 660 667 993,530 803 0 375,530 803 199 579,566 857 463 789,566 857 667 993
305,00020147_012,images/00020147_012.png,1,17 349 3 367,17 349 207 571,11 345 461 851,11 345 665 1024,239 571 3 367,239 571 207 571,234 568 461 851,234 568 665 1024,460 792 3 367,460 792 207 571,457 791 461 851,457 791 665 1024,682 1024 3 367,682 1024 207 571,680 1024 461 851,680 1024 665 1024
306,00030695_000,images/00030695_000.png,1,13 272 51 401,13 272 255 605,15 186 511 767,15 186 715 971,186 445 51 401,186 445 255 605,129 300 511 767,129 300 715 971,359 618 51 401,359 618 255 605,243 414 511 767,243 414 715 971,532 799 51 401,532 799 255 605,357 533 511 767,357 533 715 971
307,00005799_000,images/00005799_000.png,1,0 229 135 393,0 229 339 597,0 242 467 747,0 242 671 951,153 382 135 393,153 382 339 597,161 403 467 747,161 403 671 951,306 535 135 393,306 535 339 597,323 564 467 747,323 564 671 951,459 695 135 393,459 695 339 597,484 733 467 747,484 733 671 951
308,00011049_001,images/00011049_001.png,1,0 318 0 365,0 318 159 569,0 334 471 815,0 334 675 1019,212 531 0 365,212 531 159 569,222 556 471 815,222 556 675 1019,425 743 0 365,425 743 159 569,445 778 471 815,445 778 675 1019,637 965 0 365,637 965 159 569,667 1011 471 815,667 1011 675 1019
309,00018148_000,images/00018148_000.png,1,29 209 119 393,29 209 323 597,35 267 483 765,35 267 687 969,149 329 119 393,149 329 323 597,189 421 483 765,189 421 687 969,269 449 119 393,269 449 323 597,344 576 483 765,344 576 687 969,389 575 119 393,389 575 323 597,498 737 483 765,498 737 687 969
310,00015147_002,images/00015147_002.png,1,71 379 23 321,71 379 227 525,43 358 415 743,43 358 619 947,276 585 23 321,276 585 227 525,253 569 415 743,253 569 619 947,482 790 23 321,482 790 227 525,464 779 415 743,464 779 619 947,687 1005 23 321,687 1005 227 525,674 999 415 743,674 999 619 947
311,00004607_000,images/00004607_000.png,1,37 328 0 321,37 328 131 525,45 321 439 805,45 321 643 1009,231 522 0 321,231 522 131 525,229 505 439 805,229 505 643 1009,425 716 0 321,425 716 131 525,413 689 439 805,413 689 643 1009,619 919 0 321,619 919 131 525,597 881 439 805,597 881 643 1009
312,00015495_002,images/00015495_002.png,1,0 236 129 389,0 236 333 593,9 336 473 709,9 336 677 913,157 393 129 389,157 393 333 593,227 553 473 709,227 553 677 913,315 551 129 389,315 551 333 593,445 771 473 709,445 771 677 913,472 715 129 389,472 715 333 593,662 999 473 709,662 999 677 913
313,00026652_001,images/00026652_001.png,1,0 285 21 421,0 285 225 625,0 292 525 809,0 292 729 1013,190 475 21 421,190 475 225 625,195 487 525 809,195 487 729 1013,380 665 21 421,380 665 225 625,389 681 525 809,389 681 729 1013,570 863 21 421,570 863 225 625,584 885 525 809,584 885 729 1013
314,00002756_011,images/00002756_011.png,1,7 225 89 369,7 225 293 573,0 231 435 731,0 231 639 935,153 371 89 369,153 371 293 573,154 384 435 731,154 384 639 935,298 517 89 369,298 517 293 573,308 538 435 731,308 538 639 935,444 669 89 369,444 669 293 573,461 699 435 731,461 699 639 935
315,00025628_002,images/00025628_002.png,1,0 151 5 371,0 151 209 575,0 204 597 853,0 204 801 1024,101 251 5 371,101 251 209 575,136 339 597 853,136 339 801 1024,201 352 5 371,201 352 209 575,271 475 597 853,271 475 801 1024,302 457 5 371,302 457 209 575,407 617 597 853,407 617 801 1024
316,00003589_000,images/00003589_000.png,1,57 365 79 411,57 365 283 615,31 344 493 767,31 344 697 971,262 570 79 411,262 570 283 615,240 552 493 767,240 552 697 971,467 775 79 411,467 775 283 615,448 761 493 767,448 761 697 971,672 989 79 411,672 989 283 615,657 979 493 767,657 979 697 971
317,00009875_002,images/00009875_002.png,1,0 332 23 387,0 332 227 591,0 338 477 807,0 338 681 1011,221 553 23 387,221 553 227 591,225 563 477 807,225 563 681 1011,442 774 23 387,442 774 227 591,451 788 477 807,451 788 681 1011,663 1005 23 387,663 1005 227 591,676 1024 477 807,676 1024 681 1011
318,00003720_000,images/00003720_000.png,1,41 322 17 363,41 322 221 567,35 325 453 781,35 325 657 985,228 510 17 363,228 510 221 567,228 518 453 781,228 518 657 985,416 697 17 363,416 697 221 567,421 711 453 781,421 711 657 985,603 893 17 363,603 893 221 567,614 913 453 781,614 913 657 985
319,00018652_001,images/00018652_001.png,1,5 281 0 371,5 281 199 575,0 275 463 835,0 275 667 1024,189 465 0 371,189 465 199 575,183 458 463 835,183 458 667 1024,373 649 0 371,373 649 199 575,367 641 463 835,367 641 667 1024,557 841 0 371,557 841 199 575,550 833 463 835,550 833 667 1024
320,00007394_001,images/00007394_001.png,1,35 335 75 333,35 335 279 537,23 308 419 695,23 308 623 899,235 536 75 333,235 536 279 537,213 498 419 695,213 498 623 899,435 736 75 333,435 736 279 537,403 688 419 695,403 688 623 899,636 945 75 333,636 945 279 537,593 887 419 695,593 887 623 899
321,00013104_001,images/00013104_001.png,1,47 351 53 377,47 351 257 581,41 353 471 791,41 353 675 995,250 554 53 377,250 554 257 581,249 560 471 791,249 560 675 995,453 757 53 377,453 757 257 581,456 768 471 791,456 768 675 995,656 969 53 377,656 969 257 581,664 985 471 791,664 985 675 995
322,00011193_004,images/00011193_004.png,1,0 247 59 357,0 247 263 561,0 278 453 781,0 278 657 985,165 412 59 357,165 412 263 561,185 463 453 781,185 463 657 985,330 577 59 357,330 577 263 561,370 648 453 781,370 648 657 985,494 749 59 357,494 749 263 561,555 841 453 781,555 841 657 985
323,00004714_001,images/00004714_001.png,1,0 252 45 363,0 252 249 567,0 259 443 767,0 259 647 971,168 420 45 363,168 420 249 567,173 432 443 767,173 432 647 971,336 588 45 363,336 588 249 567,345 604 443 767,345 604 647 971,504 763 45 363,504 763 249 567,518 785 443 767,518 785 647 971
324,00003126_005,images/00003126_005.png,1,0 299 53 447,0 299 257 651,131 426 535 789,131 426 739 993,199 498 53 447,199 498 257 651,327 622 535 789,327 622 739 993,398 697 53 447,398 697 257 651,524 819 535 789,524 819 739 993,597 905 53 447,597 905 257 651,720 1024 535 789,720 1024 739 993
325,00006436_007,images/00006436_007.png,1,0 271 89 357,0 271 293 561,7 297 437 709,7 297 641 913,181 452 89 357,181 452 293 561,200 490 437 709,200 490 641 913,361 632 89 357,361 632 293 561,393 683 437 709,393 683 641 913,542 821 89 357,542 821 293 561,586 885 437 709,586 885 641 913
326,00013904_004,images/00013904_004.png,1,37 271 169 379,37 271 373 583,15 264 471 769,15 264 675 973,193 426 169 379,193 426 373 583,181 430 471 769,181 430 675 973,349 582 169 379,349 582 373 583,347 596 471 769,347 596 675 973,504 745 169 379,504 745 373 583,513 769 471 769,513 769 675 973
327,00016778_030,images/00016778_030.png,1,85 356 9 357,85 356 213 561,87 369 427 759,87 369 631 963,265 536 9 357,265 536 213 561,275 557 427 759,275 557 631 963,446 716 9 357,446 716 213 561,463 745 427 759,463 745 631 963,626 905 9 357,626 905 213 561,651 941 427 759,651 941 631 963
328,00008509_004,images/00008509_004.png,1,0 305 0 401,0 305 201 605,0 323 493 899,0 323 697 1024,203 508 0 401,203 508 201 605,215 538 493 899,215 538 697 1024,406 711 0 401,406 711 201 605,431 754 493 899,431 754 697 1024,609 923 0 401,609 923 201 605,646 979 493 899,646 979 697 1024
329,00005376_004,images/00005376_004.png,1,0 314 0 323,0 314 161 527,0 329 413 739,0 329 617 943,209 523 0 323,209 523 161 527,219 548 413 739,219 548 617 943,418 732 0 323,418 732 161 527,439 768 413 739,439 768 617 943,628 951 0 323,628 951 161 527,658 997 413 739,658 997 617 943
330,00013888_000,images/00013888_000.png,1,37 287 23 341,37 287 227 545,25 276 447 801,25 276 651 1005,204 454 23 341,204 454 227 545,193 444 447 801,193 444 651 1005,371 621 23 341,371 621 227 545,360 612 447 801,360 612 651 1005,537 795 23 341,537 795 227 545,528 787 447 801,528 787 651 1005
331,00016481_000,images/00016481_000.png,1,79 327 49 449,79 327 253 653,85 329 535 919,85 329 739 1024,244 492 49 449,244 492 253 653,247 491 535 919,247 491 739 1024,409 657 49 449,409 657 253 653,410 653 535 919,410 653 739 1024,574 829 49 449,574 829 253 653,572 823 535 919,572 823 739 1024
332,00018175_008,images/00018175_008.png,1,41 213 87 291,41 213 291 495,35 358 465 727,35 358 669 931,156 328 87 291,156 328 291 495,250 573 465 727,250 573 669 931,271 443 87 291,271 443 291 495,465 788 465 727,465 788 669 931,386 563 87 291,386 563 291 495,680 1013 465 727,680 1013 669 931
333,00018701_000,images/00018701_000.png,1,7 343 93 445,7 343 297 649,71 385 579 875,71 385 783 1024,231 566 93 445,231 566 297 649,281 595 579 875,281 595 783 1024,454 790 93 445,454 790 297 649,490 805 579 875,490 805 783 1024,678 1024 93 445,678 1024 297 649,700 1024 579 875,700 1024 783 1024
334,00006471_000,images/00006471_000.png,1,17 341 67 391,17 341 271 595,3 340 471 785,3 340 675 989,233 557 67 391,233 557 271 595,228 565 471 785,228 565 675 989,449 773 67 391,449 773 271 595,452 789 471 785,452 789 675 989,665 999 67 391,665 999 271 595,677 1024 471 785,677 1024 675 989
335,00008259_009,images/00008259_009.png,1,0 331 35 381,0 331 239 585,0 306 469 811,0 306 673 1015,221 552 35 381,221 552 239 585,204 510 469 811,204 510 673 1015,441 772 35 381,441 772 239 585,408 714 469 811,408 714 673 1015,662 1003 35 381,662 1003 239 585,612 927 469 811,612 927 673 1015
336,00000402_002,images/00000402_002.png,1,0 266 63 343,0 266 267 547,0 258 423 721,0 258 627 925,178 444 63 343,178 444 267 547,172 430 423 721,172 430 627 925,355 621 63 343,355 621 267 547,344 601 423 721,344 601 627 925,533 807 63 343,533 807 267 547,515 781 423 721,515 781 627 925
337,00012089_001,images/00012089_001.png,1,7 304 29 385,7 304 233 589,13 302 475 793,13 302 679 997,205 502 29 385,205 502 233 589,206 495 475 793,206 495 679 997,403 700 29 385,403 700 233 589,398 688 475 793,398 688 679 997,601 907 29 385,601 907 233 589,591 889 475 793,591 889 679 997
338,00026469_006,images/00026469_006.png,1,109 353 0 209,109 353 173 413,25 232 341 593,25 232 545 797,272 516 0 209,272 516 173 413,163 369 341 593,163 369 545 797,435 679 0 209,435 679 173 413,300 507 341 593,300 507 545 797,597 849 0 209,597 849 173 413,438 651 341 593,438 651 545 797
339,00008692_001,images/00008692_001.png,1,0 320 53 373,0 320 257 577,0 309 487 753,0 309 691 957,214 534 53 373,214 534 257 577,206 514 487 753,206 514 691 957,427 748 53 373,427 748 257 577,411 720 487 753,411 720 691 957,641 971 53 373,641 971 257 577,617 935 487 753,617 935 691 957
340,00003151_000,images/00003151_000.png,1,3 340 33 385,3 340 237 589,17 349 489 779,17 349 693 983,228 565 33 385,228 565 237 589,239 571 489 779,239 571 693 983,452 789 33 385,452 789 237 589,460 792 489 779,460 792 693 983,677 1024 33 385,677 1024 237 589,682 1024 489 779,682 1024 693 983
341,00016399_018,images/00016399_018.png,1,43 329 49 371,43 329 253 575,43 341 451 759,43 341 655 963,234 519 49 371,234 519 253 575,242 540 451 759,242 540 655 963,424 710 49 371,424 710 253 575,441 739 451 759,441 739 655 963,615 909 49 371,615 909 253 575,640 947 451 759,640 947 655 963
342,00003868_002,images/00003868_002.png,1,15 277 51 377,15 277 255 581,5 276 469 817,5 276 673 1021,190 452 51 377,190 452 255 581,186 457 469 817,186 457 673 1021,364 626 51 377,364 626 255 581,367 638 469 817,367 638 673 1021,539 809 51 377,539 809 255 581,548 827 469 817,548 827 673 1021
343,00014427_007,images/00014427_007.png,1,147 398 39 297,147 398 243 501,135 378 407 749,135 378 611 953,315 566 39 297,315 566 243 501,297 540 407 749,297 540 611 953,482 734 39 297,482 734 243 501,459 702 407 749,459 702 611 953,650 909 39 297,650 909 243 501,621 871 407 749,621 871 611 953
344,00019647_007,images/00019647_007.png,1,0 256 0 327,0 256 195 531,0 283 419 729,0 283 623 933,170 426 0 327,170 426 195 531,189 472 419 729,189 472 623 933,341 597 0 327,341 597 195 531,378 661 419 729,378 661 623 933,512 775 0 327,512 775 195 531,567 859 419 729,567 859 623 933
345,00010905_014,images/00010905_014.png,1,31 359 69 379,31 359 273 583,43 367 459 727,43 367 663 931,249 577 69 379,249 577 273 583,259 583 459 727,259 583 663 931,468 796 69 379,468 796 273 583,475 798 459 727,475 798 663 931,686 1024 69 379,686 1024 273 583,690 1024 459 727,690 1024 663 931
346,00003300_001,images/00003300_001.png,1,13 333 77 397,13 333 281 601,0 325 501 767,0 325 705 971,226 547 77 397,226 547 281 601,217 542 501 767,217 542 705 971,440 760 77 397,440 760 281 601,433 758 501 767,433 758 705 971,653 983 77 397,653 983 281 601,650 985 501 767,650 985 705 971
347,00012653_002,images/00012653_002.png,1,133 411 75 357,133 411 279 561,127 423 463 759,127 423 667 963,318 596 75 357,318 596 279 561,324 620 463 759,324 620 667 963,503 781 75 357,503 781 279 561,522 818 463 759,522 818 667 963,689 975 75 357,689 975 279 561,719 1024 463 759,719 1024 667 963
348,00025858_001,images/00025858_001.png,1,0 259 0 313,0 259 147 517,0 263 421 803,0 263 625 1007,173 432 0 313,173 432 147 517,175 438 421 803,175 438 625 1007,345 604 0 313,345 604 147 517,351 614 421 803,351 614 625 1007,518 785 0 313,518 785 147 517,526 797 421 803,526 797 625 1007
